player_id,player_name,positions,def_ast,def_int,def_lg,def_pd,def_qbh,def_sack,def_solo,def_td,def_tot,def_yds,def_ydsl,field_goal_yards,interceptions_lost,interceptions_made,made_19,misc_fum,misc_td,missed,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,recv_fd,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_fc,ret_lg,ret_net,ret_num,ret_ret,ret_ryds,ret_tb,ret_td,ret_yds,rush_att,rush_lg,rush_td,rush_yds,rushing_tds,rushing_yards,sacks,score_conv,score_fr,score_ir,score_kr,score_p,score_pr,score_pts,score_r,score_saf,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
jamie-newman,Jamie Newman,QB,,,,,,,,,,,,,0.0,,,,,,27.0,16.0,1.0,38.0,15.0,3.0,,175.0,1.0,69.0,,,,,,,,,,,,,,,,,,,,,20.0,37.0,5.0,83.0,3.0,56.0,,,,,,,,30.0,5.0,,5.0,,,,,,
janarion-grant,Janarion GRANT,WR,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,0.0,54.0,6.0,,55.0,6.0,10.0,,50.0,54.0,,501.0,,45.0,,,,5.0,1002.0,8.0,62.0,,74.0,0.0,74.0,,,,,1.0,,4.0,30.0,,,5.0,,,,,,
jared-beeksma,Jared Beeksma,LB,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jared-brinkman,Jared Brinkman,DB/DL,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jarnor-jones,Jarnor Jones,DB/LB,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javien-elliott,Javien Elliott,DB,,,,,,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javon-leake,Javon LEAKE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.0,3.0,,70.0,5.0,7.0,,74.0,74.0,,277.0,,34.0,,,,,676.0,10.0,23.0,,32.0,0.0,12.0,,,,,,,,,,,,,,,,,
jayden-dalke,Jayden Dalke,DB,,,,,,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jaylin-marshall,Jaylin Marshall,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeawon-taylor,Jeawon Taylor,DB,,,,,,1.0,9.0,,9.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeff-richards,Jeff Richards,DB,,1.0,,,,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremiah-haydel,Jeremiah Haydel,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,3.0,,16.0,6.0,11.0,,10.0,39.0,,157.0,,10.0,,,,1.0,219.0,1.0,11.0,,11.0,0.0,11.0,,,,,1.0,,,6.0,,,1.0,,,,,,
jeremiah-masoli,Jeremiah MASOLI,QB,,,,,,,,,,,,,2.0,,,,,,125.0,83.0,2.0,169.0,62.0,7.0,2.0,1080.0,2.0,752.0,,,,,,,,,,,,,,,,,,,,,11.0,23.0,1.0,39.0,1.0,36.0,,,,,,,,6.0,1.0,,1.0,,,,,,
jeremie-dominique,Jeremie Dominique,DB,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremy-clark,Jeremy Clark,DB,,,,,,,30.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jermarcus-hardrick,Jermarcus Hardrick,OL,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,171.0,25.0,,118.0,30.0,40.0,,182.0,200.0,,,,,,,,,,106.0,285.0,,600.0,0.0,541.0,,1.0,,,,,,2.0,,,,,,,,,
jesse-briggs,Jesse Briggs,LB,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jester-weah,Jester Weah,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,454.0,40.0,,258.0,54.0,77.0,3.0,278.0,587.0,,,,1.0,,,,,,,,,,,,,1.0,,,,3.0,,20.0,,,3.0,,,,,,
joe-zema,Joe Zema,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.0,,94.0,75.0,750.0,,1.0,4446.0,,,,,,,,,,,,,,4.0,,,,,,,,,
joel-figueroa,Joel Figueroa,OL,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-haggerty,John Haggerty,K/P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.0,,115.0,91.0,1167.0,,1.0,5504.0,,,,,,,,,,,,,,5.0,,,,,,,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,4.0,,26.0,4.0,8.0,,29.0,32.0,,15.0,,1.0,,,,,15.0,65.0,113.0,,290.0,0.0,247.0,,,,,,,,,,,,,,,,,
jon-ryan,Jon Ryan,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,,62.0,49.0,502.0,,,2681.0,,,,,,,,,,,,,,3.0,,,,,,,,,
jonathan-jones,Jonathan Jones,CB/LB,,2.0,48.0,,,1.0,18.0,,18.0,48.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jonathan-moxey,Jonathan Moxey,DB,,,,,,,26.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
jordan-beaulieu,Jordan Beaulieu,DB,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jordan-williams,Jordan Williams,DE/DL/LB/MLB/OT/WR,,,,,,,99.0,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josh-banks,Josh Banks,DB/DL,,,,,,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josh-pearson,Josh Pearson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,7.0,1.0,10.0,73.0,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,1.0,,,,,,
josh-woods,Josh Woods,LB,,,,,,2.0,29.0,,29.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joshua-hagerty,Joshua Hagerty,DB,,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josiah-schakel,Josiah Schakel,LB,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jovan-santos-knox,Jovan Santos-Knox,LB,,1.0,8.0,,,1.0,109.0,,109.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
julian-good-jones,Julian Good-Jones,G/OL,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
julian-howsare,Julian Howsare,DB/DE/DL,,2.0,53.0,,,8.0,37.0,,37.0,53.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
julian-mccleod,Julian McCleod,DB/DL,,,,,,1.0,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jumal-rolle,Jumal Rolle,DB,,2.0,22.0,,,,39.0,1.0,39.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,1.0,,,,,,
junior-allen,Junior Allen,LB,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justin-hardy,Justin HARDY,WR,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,237.0,20.0,,123.0,44.0,61.0,,207.0,416.0,,26.0,,1.0,,,,,26.0,1.0,5.0,,5.0,,,,1.0,,,,,,2.0,,,,,,,,,
justin-herdman,Justin Herdman,LB,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justin-howell,Justin Howell,DB,,,,,,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,355.0,31.0,,208.0,33.0,47.0,2.0,142.0,364.0,,,,,,,,,,,,,,,,,,,,,2.0,,12.0,,,2.0,,,,,,
juwan-brescacin,Juwan Brescacin,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1.0,,5.0,6.0,7.0,1.0,14.0,53.0,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,1.0,,,,,,
ka39deem-carey,Ka&#39;Deem Carey,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,190.0,23.0,,,,,,,,,,,,,,,,,,,,,8.0,895.0,,,,,,,,,,,,,,,,,
kadeem-carey,Ka\'Deem CAREY,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,30.0,40.0,,260.0,289.0,,,,,,,,,,172.0,270.0,10.0,1131.0,,,,,,,,,,60.0,10.0,,10.0,,,,,,
kaare-vedvik,Kaare Vedvik,K/P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.0,,88.0,67.0,824.0,,,4259.0,,,,,,,,,,,,,,5.0,,,,,,,,,
kai-locksley,Kai Locksley,QB,,,,,,,1.0,,1.0,,,,0.0,,,,,,8.0,5.0,,18.0,4.0,1.0,,50.0,0.0,50.0,,0.0,201.0,12.0,,191.0,17.0,36.0,,56.0,247.0,,,,,,,,,,48.0,61.0,7.0,117.0,7.0,79.0,,1.0,,,,,,44.0,7.0,,7.0,,,,,,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,462.0,32.0,,224.0,42.0,56.0,3.0,344.0,563.0,,,,,,,,,,,,,,,,,,,,,3.0,,18.0,,,3.0,,,,,,
kamar-jorden,Kamar Jorden,WR,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,293.0,32.0,,231.0,44.0,78.0,,76.0,451.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kameron-kelly,Kameron Kelly,DB/S/SS,,5.0,82.0,,,2.0,53.0,,53.0,82.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karl-lavoie,Karl Lavoie,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kay-okafor,Kay Okafor,DL/OL,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keaton-bruggeling,Keaton BRUGGELING,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,2.0,,27.0,5.0,6.0,,11.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keion-adams,Keion Adams,DB/DL,,,,,,3.0,25.0,,25.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keisean-lucier-south,Keisean Lucier-South,DB/DL,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keishawn-bierria,Keishawn Bierria,LB,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kene-onyeka,Kene Onyeka,DB/DL,,,,,,5.0,17.0,,17.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,4.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,
kenneth-durden,Kenneth Durden,DB,,,,,,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenny-lawler,Kenny Lawler,WR,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,599.0,43.0,,267.0,58.0,93.0,5.0,199.0,894.0,,,,,,,,,,,,,,,,,,,,,5.0,,30.0,,,5.0,,,,,,
keon-hatcher,Keon HATCHER,WR,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,951.0,61.0,,390.0,85.0,126.0,6.0,424.0,1338.0,,20.0,,4.0,,,,,53.0,,,,,,,,,,,,6.0,,36.0,,,6.0,,,,,,
kevin-brown,Kevin BROWN,LB/P/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,24.0,26.0,,157.0,176.0,,,,,,,,,,74.0,146.0,1.0,486.0,,,,,,,,,,6.0,1.0,,1.0,,,,,,
kevin-kaya,Kevin Kaya,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,5.0,,6.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kian-schaffer-baker,Kian SCHAFFER-BAKER,WR,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,714.0,55.0,,299.0,68.0,98.0,5.0,412.0,960.0,,,,,,,,,,13.0,54.0,,74.0,0.0,58.0,,,,,,5.0,,30.0,,,5.0,,,,,,
kienan-lafrance,Kienan LaFrance,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,5.0,,20.0,5.0,5.0,,15.0,28.0,,16.0,,1.0,,,,,16.0,9.0,21.0,,39.0,0.0,39.0,,,,,,,,,,,,,,,,,
kiondre-smith,Kiondre SMITH,WR,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,202.0,13.0,,120.0,17.0,22.0,1.0,93.0,247.0,,6.0,,1.0,,,,,6.0,,,,,,,,1.0,,,,1.0,,8.0,,,1.0,,,,,,
kobe-williams,Kobe Williams,DB,,,,,,,30.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
konner-burtenshaw,Konner Burtenshaw,FB/RB,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,1.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
kony-ealy,Kony Ealy,DB/DL,,,,,,2.0,8.0,,8.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kooper-richardson,Kooper Richardson,OL,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kosi-onyeka,Kosi Onyeka,DB,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kristian-matte,Kristian Matte,G,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,865.0,61.0,,273.0,90.0,128.0,6.0,518.0,1198.0,,129.0,,17.0,,,,,307.0,7.0,26.0,,24.0,0.0,19.0,,,,,,6.0,,36.0,,,6.0,,,,,,
kyle-wilson,Kyle Wilson,LB,,,,,,,42.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyran-moore,Kyran Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,260.0,33.0,,113.0,36.0,49.0,,100.0,295.0,,23.0,,5.0,,,,,47.0,2.0,1.0,,-3.0,,,,,,,,,,,,,,,,,,,
kyrie-wilson,Kyrie Wilson,LB,,,,,,1.0,17.0,,17.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lb-mack-iii,L.B. Mack III,DB/DE/LB/OLB,,,,,,2.0,5.0,,5.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,
landon-rice,Landon Rice,OL/T,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
larry-dean,Larry Dean,LB,,2.0,21.0,,,3.0,101.0,,101.0,21.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lawrence-woods,Lawrence Woods,DB,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.0,,38.0,,,,1.0,841.0,,,,,,,,,,,1.0,,,6.0,,,1.0,,,,,,
lee-autry,Lee Autry,DB,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemar-durant,Lemar Durant,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.0,8.0,,101.0,13.0,21.0,1.0,41.0,124.0,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,1.0,,,,,,
les-maruo,Les Maruo,LB,,,,,,1.0,13.0,,13.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lewis-ward,Lewis Ward,K,,,,,,,,,,,,1148.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,42.0,,3.0,1.0,,,,42.0,,,,,,,,,,,,,,175.0,,,,57.0,49.0,675.0,172.0,27.0,25.0
llevi-noel,Llevi Noel,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,110.0,3.0,,60.0,2.0,2.0,,18.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lorenzo-mauldin,Lorenzo Mauldin,DB/DE/MLB,,,,,,16.0,41.0,,41.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loucheiz-purifoy,Loucheiz Purifoy,DB,,3.0,97.0,,,1.0,65.0,,65.0,97.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,,13.0,,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,
lucky-jackson,Lucky Jackson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky-whitehead,Lucky Whitehead,WR,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,876.0,66.0,,304.0,78.0,108.0,3.0,404.0,1011.0,,46.0,,14.0,,,,,86.0,2.0,2.0,,2.0,0.0,6.0,,,,,,3.0,,18.0,,,3.0,,,,,,
luther-hakunavanhu,Luther HAKUNAVANHU,WR,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,228.0,17.0,,231.0,27.0,42.0,3.0,167.0,351.0,,,,,,,,,,,,,,,,,,,,,3.0,,18.0,,,3.0,,,,,,
mtl-dst,MTL DST,DST,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,
mtl-qb,MTL QB,QB,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,9.0,2234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makana-henry,Makana Henry,DB/DL,,,,,,1.0,28.0,,28.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malcolm-thompson,Malcolm Thompson,DB,,,,,,,23.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maleek-irons,Maleek Irons,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,2.0,,11.0,2.0,4.0,,19.0,21.0,,12.0,,1.0,,,,,12.0,19.0,28.0,1.0,73.0,1.0,70.0,,1.0,,,,,,8.0,1.0,,1.0,,,,,,
malik-carney,Malik Carney,DB/DE,,,,,,7.0,27.0,,27.0,,61.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,1.0,,,,,,
malik-clements,Malik Clements,LB,,,,,,1.0,38.0,,38.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malik-henry,Malik Henry,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,829.0,49.0,,225.0,69.0,105.0,8.0,469.0,1142.0,,44.0,,6.0,,,,,71.0,5.0,15.0,,20.0,0.0,9.0,,1.0,,,,8.0,,50.0,,,8.0,,,,,,
malik-sonnier,Malik Sonnier,DB,,,,,,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,,,,,,,,,,,,,,,,,
malik-tyne,Malik Tyne,DB/DL/LB,,,,,,1.0,4.0,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manny-rugamba,Manny Rugamba,LB,,1.0,,,,1.0,41.0,,41.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marc-liegghio,Marc LIEGGHIO,K,,,,,,,,,,,,808.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,1400.0,,98.0,96.0,2120.0,,1.0,6234.0,1.0,-4.0,,-4.0,0.0,-4.0,,,,,,,,173.0,,,,44.0,36.0,704.0,167.0,67.0,59.0
marc-antoine-dequoy,Marc-Antoine Dequoy,DB,,4.0,50.0,,,,43.0,1.0,43.0,71.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,1.0,,,,,,
marco-dubois,Marco DUBOIS,FB/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,62.0,3.0,,70.0,4.0,5.0,,27.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcus-sayles,Marcus Sayles,DB,,5.0,44.0,,,,72.0,1.0,72.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,7.0,,,,,46.0,,,,,,,,,,1.0,,,,8.0,,1.0,1.0,,,,,,
mario-alford,Mario ALFORD,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,,46.0,,,,4.0,1083.0,,,,,,,,,,,2.0,,1.0,24.0,,,4.0,,,,,,
mario-villamizar,Mario Villamizar,FB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,
mark-korte,Mark Korte,OL,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mark-mclaurin,Mark McLaurin,LB,,1.0,13.0,,,,7.0,,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
markeith-ambles,Markeith Ambles,WR,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,529.0,53.0,,324.0,78.0,117.0,5.0,385.0,816.0,,,,,,,,,,,,,,,,,,,,,5.0,,30.0,,,5.0,,,,,,
martese-jackson,Martese Jackson,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,3.0,,,,,58.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
martez-ivey,Martez Ivey,OL,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mason-bennett,Mason Bennett,DB/DE,,,,,,5.0,28.0,,28.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mason-fine,Mason Fine,QB,,,,,,,,,,,,,3.0,,,,,,102.0,67.0,3.0,171.0,93.0,15.0,3.0,690.0,3.0,522.0,,,,,,,,,,,,,,,,,,,,,9.0,37.0,,52.0,0.0,35.0,,,,,,,,,,,,,,,,,
mathieu-betts,Mathieu Betts,DB/DE/DL,,,,,,9.0,33.0,,33.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,
matt-elam,Matt Elam,DB,,,,,,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
