player_id,player_name,positions,def_ff,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
l-schröter,L. Schröter,LB,,,,3.5,43.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-seck,L. Seck,LB,1.0,,,,22.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
l-siebert,L. Siebert,LB,1.0,,3.0,2.5,50.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-strathmann,L. Strathmann,DE,,,,3.5,11.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-ulmi,L. Ulmi,FB,,,,,,,,11.0,,,,,,,,,,,,,,,,10.0,1.0,33.0,44.0,,100.0
l-ward,L. Ward,TE,,,,,,,,6.0,,,,,,,,,,,,,,,,3.0,,34.0,,,
l-weber,L. Weber,DE,,,,0.5,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
l-wiesbrock,L. Wiesbrock,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
l-wittberger,L. Wittberger,DT,,,1.0,,8.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
lars-bardenhagen,Lars Bardenhagen,,,,,1.0,18.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
lasse-meyer,Lasse Meyer,CB/LB,,1.0,3.0,,14.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
laurynas-orlovicius,Laurynas Orlovicius,DL/LB,,,,,12.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
lautaro-frecha,Lautaro Frecha,LB/S,,5.0,7.0,,62.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
lennart-weitz,Lennart Weitz,LB,,,,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
leon-huber,Leon Huber,LB,,,1.0,,4.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
leon-kusterer,Leon Kusterer,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,2.0,,10.0,1.0,,7.0
leonhard-gerner,Leonhard Gerner,CB/LB,1.0,1.0,3.0,,21.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
leon-helm,León Helm,RB,,,,,,,,10.0,,,,,,,,,,,,,,,,1.0,,10.0,11.0,1.0,47.0
lorenzo-deiana,Lorenzo Deiana,LB,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
louis-achaintre,Louis Achaintre,LB,,2.0,3.0,,83.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
louis-benedikt-geyer,Louis Benedikt Geyer,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,58.0,13.0,921.0,,,
lucas-masero,Lucas Masero,CB/LB,,,5.0,,23.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
lucas-maximilian-leander-richter,Lucas Maximilian Leander Richter,LB,,1.0,3.0,1.0,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
lucky-ogbevoen,Lucky Ogbevoen,LB,3.0,,2.0,7.5,55.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
ludvig-myrén,Ludvig Myrén,LB,,,1.0,2.5,35.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
luis-fiedler,Luis Fiedler,LB,2.0,1.0,1.0,0.5,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
lukas-haslwanter,Lukas Haslwanter,RB,,,,,,,,12.0,,,,,,,,,,,,,,,,15.0,1.0,145.0,178.0,14.0,1042.0
lukas-holub,Lukas Holub,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,
m-achiepi,M. Achiepi,CB,,1.0,1.0,,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-alvarez-plata,M. Alvarez Plata,LB,,2.0,2.0,2.0,83.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-badejo,M. Badejo,DE,,,,2.5,17.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
m-bajaha,M. Bajaha,DT,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
m-bartholomy,M. Bartholomy,CB,,,,,4.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-beglarian,M. Beglarian,CB,,3.0,6.0,1.0,44.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-bindl,M. Bindl,DE,,,,,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-boesen,M. Boesen,DE,,,,3.0,13.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
m-butt,M. Butt,CB,1.0,3.0,11.0,,44.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-bílý,M. Bílý,WR,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,20.0,5.0,319.0,,,
m-cakar,M. Cakar,WR,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,9.0,,89.0,,,
m-crenshaw,M. Crenshaw,DE,1.0,,1.0,1.0,14.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
m-czirók,M. Czirók,WR,,,,,,,,8.0,,,,,,,,,,,,,,,,14.0,1.0,183.0,,,
m-daník,M. Daník,LB,1.0,,,7.5,47.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-djeri,M. Djeri,DT,,,,1.0,15.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-dommermuth,M. Dommermuth,DT,,,,2.0,5.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-dupont,M. Dupont,K,,,,,1.0,9.0,7.0,12.0,,,,,,,,,49.0,38.0,,,,,,,,,,,
m-faby,M. Faby,CB,,,3.0,,16.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-fettig,M. Fettig,CB,,2.0,6.0,0.5,43.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-grünsteidl,M. Grünsteidl,DE,,,,2.0,12.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-gyarmati,M. Gyarmati,LB,,,2.0,,11.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
m-hafele,M. Hafele,LB,,,,,15.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-hansen,M. Hansen,C,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,
m-harley-jr,M. Harley Jr,WR,,,,,,,,8.0,3.0,,71.0,1.0,1.0,,1.0,39.0,,,15.0,1.0,178.0,,,39.0,7.0,757.0,2.0,,11.0
m-hausmann,M. Hausmann,DT,,,,0.5,8.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-havelka,M. Havelka,TE,,,,,,,,12.0,,,,,,,,,,,,,,,,8.0,,90.0,,,
m-hegedűs,M. Hegedűs,QB,,,,,,,,10.0,,,,145.0,74.0,7.0,8.0,811.0,,,,,,,,,,,8.0,,60.0
m-hernacki,M. Hernacki,P,,,,,,,,12.0,,,,1.0,,,,,,,,,,32.0,1180.0,,,,,,
m-hiendleder,M. Hiendleder,DE,,,1.0,1.0,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-hruboň,M. Hruboň,K,1.0,,,,,13.0,10.0,12.0,,,,,,,,,45.0,37.0,,,,48.0,1968.0,,,,,,
m-ilic,M. Ilic,CB/LB,,,1.0,,9.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
m-ilić,M. Ilić,LB,,1.0,5.0,,38.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-jabłoński,M. Jabłoński,CB,,2.0,4.0,,22.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-jackson,M. Jackson,LB,,,,,9.0,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,
m-jónás,M. Jónás,CB,,,2.0,,17.0,,,12.0,,,,,,,,,,,,,,5.0,195.0,,,,,,
m-ka-thiobane,M. Ka Thiobane,DE,,,1.0,2.5,10.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-katic,M. Katic,CB,,,,,4.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
m-koval,M. Koval,DT,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-krispin,M. Krispin,LB,,,,,20.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-krátký,M. Krátký,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-kuschel,M. Kuschel,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-károly,M. Károly,OG,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-leon,M. Leon,QB,,,,,,,,7.0,,,,130.0,79.0,7.0,2.0,782.0,,,,,,,,,,,11.0,,47.0
m-markert,M. Markert,LB,,,1.0,,33.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
m-mccullough,M. McCullough,RB,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,12.0,2.0,84.0
m-mcgeachie,M. McGeachie,CB,,1.0,2.0,,15.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-mckay,M. McKay,QB,,,,,,,,8.0,,,,207.0,129.0,9.0,10.0,1338.0,,,,,,,,,,,51.0,3.0,332.0
m-merwarth,M. Merwarth,FB,,,,,,,,6.0,,,,,,,,,,,,,,1.0,22.0,,,,2.0,,5.0
m-mozzanica,M. Mozzanica,OT,,,,,,,,4.0,2.0,,55.0,,,,,,,,,,,,,1.0,,3.0,,,
m-nedzelszkij,M. Nedzelszkij,DT,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
m-nielsen,M. Nielsen,DT,1.0,,1.0,1.0,14.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-nunurai,M. Nunurai,DT,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,
m-nyombo-ngoyi,M. Nyombo-Ngoyi,DT,,,,1.0,18.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-parkinson,M. Parkinson,DE,2.0,,7.0,9.5,33.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
m-pastucha,M. Pastucha,DT,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
m-pope,M. Pope,WR,,,,,,,,6.0,,,,,,,,,,,1.0,,17.0,,,31.0,3.0,322.0,,,
m-radfux,M. Radfux,DT,,,,2.0,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-raskopp,M. Raskopp,DT,,,,,7.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-rieks,M. Rieks,CB,,,,,2.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
m-rosenquist,M. Rosenquist,DT,1.0,,,2.0,14.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-spiller,M. Spiller,WR,,,,,,,,6.0,18.0,,381.0,,,,,,,,3.0,,38.0,,,26.0,2.0,247.0,2.0,,3.0
m-stadler,M. Stadler,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,15.0,3.0,216.0,1.0,,10.0
m-szabo,M. Szabo,QB,,,,,,,,11.0,,,,6.0,3.0,,,50.0,,,,,,,,,,,6.0,,2.0
m-taddia,M. Taddia,DE/DT,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-teham-teham,M. Teham Teham,WR,,,,,,,,6.0,,,,,,,,,,,,,,,,2.0,,16.0,,,
m-teuchert,M. Teuchert,LB,,,1.0,,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-tresovic,M. Tresovic,LB,,,1.0,,12.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-vandekerkhof,M. Vandekerkhof,DT,,,2.0,0.5,17.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-vidačković,M. Vidačković,LB,,1.0,8.0,,17.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-wappl,M. Wappl,WR,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,15.0,,,
m-weitz,M. Weitz,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,4.0,,13.0,75.0,,93.0
m-witherspoon,M. Witherspoon,CB,,2.0,15.0,,37.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-łach,M. Łach,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
maciej-krupa,Maciej Krupa,WR,,,,,,,,6.0,,,,,,,,,,,,,,,,7.0,,55.0,,,
maleka-japhet-mbala,Maleka Japhet Mbala,LB,,,,,23.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
malik-stanley,Malik Stanley,WR,,,,,,,,12.0,,,,2.0,2.0,,2.0,9.0,,,,,,,,63.0,10.0,948.0,12.0,,114.0
mamadou-sy,Mamadou Sy,DL/LB,1.0,,,2.0,23.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
marc-anthony-hor,Marc Anthony Hor,DL/LB,,,1.0,1.0,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marco-schneider,Marco Schneider,WR,,,,,,,,10.0,5.0,,114.0,,,,,,,,,,,,,22.0,2.0,327.0,6.0,,70.0
marcos-schlabitz,Marcos Schlabitz,LB/S,,,6.0,,42.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
marius-kensy,Marius Kensy,LB,1.0,,5.0,2.0,101.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marius-markert,Marius Markert,LB,,,1.0,,33.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
markus-schaberl,Markus Schaberl,TE/WR,,,,,,,,12.0,,,,,,,,,,,,,,,,16.0,5.0,236.0,,,
martin-pinter,Martin Pinter,LB,1.0,,1.0,3.0,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marvin-djomou-djopa,Marvin Djomou Djopa,LB,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
marvin-rutsch,Marvin Rutsch,RB/WR,,,,,,,,8.0,,,,,,,,,,,,,,,,23.0,2.0,233.0,5.0,1.0,24.0
marvin-wappl,Marvin Wappl,DL/LB,,,,1.0,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
mateusz-wojakiewicz,Mateusz Wojakiewicz,TE,,,,,,,,12.0,,,,,,,,,,,,,,,,9.0,,54.0,,,
matthias-banjaqui,Matthias Banjaqui,LB,,,1.0,0.5,6.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
maxime-roger,Maxime Roger,DB/LB,,,,,9.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
maximilian-eisenhut,Maximilian Eisenhut,LB,,,,,,2.0,1.0,12.0,,,,,,,,,1.0,1.0,,,,38.0,1626.0,,,,,,
michael-bausch,Michael Bausch,LB,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
michael-kimpiabi,Michael Kimpiabi,DL/LB,,,,,14.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
michael-ofosuhene,Michael Ofosuhene,,1.0,,,1.0,48.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
michał-goszczyński,Michał Goszczyński,,,,,,,,,12.0,,,,,,,,,,,,,,,,5.0,1.0,57.0,,,
mike-taylor-iii,Mike Taylor Iii,LB,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
moritz-maack,Moritz Maack,QB,,,,,,,,5.0,,,,54.0,24.0,5.0,2.0,162.0,,,,,,,,,,,10.0,,45.0
moritz-thiele,Moritz Thiele,CB/LB,,,3.0,,14.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
moriz-elmauthaler,Moriz Elmauthaler,,,,1.0,,15.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
n-adom,N. Adom,RB,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,7.0,,39.0,24.0,,88.0
n-badibanga,N. Badibanga,WR,,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,1.0,66.0,,,
n-barrow-lutman,N. Barrow Lutman,RB,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,32.0,27.0,1.0,117.0
n-binnemann,N. Binnemann,DT,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
n-douglas,N. Douglas,QB,,,,,,,,4.0,,,,70.0,32.0,3.0,2.0,356.0,,,,,,,,,,,17.0,,54.0
n-hendricks,N. Hendricks,DE,,,1.0,,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
n-keimel,N. Keimel,WR,,,,,,,,9.0,,,,,,,,,,,,,,,,7.0,2.0,97.0,,,
n-khandar,N. Khandar,RB,,,,,,,,12.0,,,,,,,,,,,,,,,,19.0,2.0,170.0,130.0,8.0,811.0
n-klopsch,N. Klopsch,LB,1.0,,1.0,,22.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
n-kranenburg,N. Kranenburg,LB,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
n-kranz,N. Kranz,TE,,,,,,,,11.0,,,,,,,,,,,,,,,,4.0,,32.0,,,
n-krüger,N. Krüger,DE,,,1.0,,18.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
n-limacher,N. LImacher,CB,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
n-leiderer,N. Leiderer,CB,,,1.0,,15.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
n-marzougui,N. Marzougui,C,,,,,,,,12.0,,,,,,,,,,,,,,,,1.0,,9.0,,,
n-perry,N. Perry,QB,,,,,,,,8.0,,,,208.0,111.0,3.0,16.0,1536.0,,,,,,,,,,,34.0,3.0,200.0
n-schauerte,N. Schauerte,K,,,,,,13.0,7.0,12.0,,,,,,,,,28.0,21.0,,,,41.0,1669.0,,,,1.0,,
n-schumm,N. Schumm,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,23.0,5.0,296.0,,,
n-stadler,N. Stadler,WR,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
n-steinbüchel,N. Steinbüchel,LB,1.0,,2.0,,67.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
n-streater,N. Streater,LB,,4.0,7.0,1.0,93.0,,,12.0,46.0,,1456.0,,,,,,,,10.0,,55.0,,,,,,5.0,,21.0
n-swancar,N. Swancar,LB,1.0,1.0,2.0,4.0,72.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
n-tompsett,N. Tompsett,DE,1.0,,2.0,5.0,22.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
n-touré,N. Touré,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,37.0,9.0,608.0,1.0,,8.0
n-tóth,N. Tóth,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,33.0,1.0,217.0,,,
n-vučković,N. Vučković,LB,2.0,2.0,5.0,,63.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nathan-kalemba-mvemba,Nathan Kalemba Mvemba,,,,,0.5,2.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
nick-wenzelburger,Nick Wenzelburger,LB/S,,2.0,6.0,,35.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nico-strahmann,Nico Strahmann,WR,1.0,,,,,,,12.0,,,,,,,,,,,,,,3.0,102.0,29.0,1.0,337.0,,,
nicolai-schumann,Nicolai Schumann,TE/WR,,,,,,,,11.0,,,,,,,,,,,,,,,,18.0,5.0,192.0,1.0,,
niklas-schumm,Niklas Schumm,WR,,,,,,,,12.0,1.0,,18.0,,,,,,,,1.0,,18.0,,,50.0,6.0,748.0,1.0,,
nikolas-knoblauch,Nikolas Knoblauch,LB,1.0,,2.0,1.0,72.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nikolaus-huszar,Nikolaus Huszar,CB/LB,,,6.0,,46.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
noah-bomba,Noah Bomba,WR,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
o-beukenbusch,O. Beukenbusch,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
o-diacoumidis,O. Diacoumidis,WR,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
o-dittrich,O. Dittrich,LB,,,,1.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
o-joseman,O. Joseman,WR,,,,,,,,10.0,,,,,,,,,,,,,,,,6.0,1.0,67.0,,,
o-meier,O. Meier,LB,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
o-obolela-vargas,O. Obolela Vargas,LB,,,,4.0,31.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
o-ottender,O. Ottender,WR,,,,,,,,11.0,4.0,,86.0,,,,,,,,,,,,,31.0,3.0,343.0,,,
o-shah,O. Shah,LB,,,,,27.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
o-tribler,O. Tribler,TE,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,2.0,,,
omari-williams,Omari Williams,LB/S,1.0,3.0,6.0,,78.0,,,12.0,,,,,,,,,,,14.0,1.0,247.0,,,,,,,,
osaruonamen-ogbevoen,Osaruonamen Ogbevoen,LB,1.0,1.0,3.0,,76.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
oskar-herz,Oskar Herz,K,,,,,,2.0,,11.0,,,,,,,,,13.0,10.0,,,,,,,,,,,
oskar-kranich,Oskar Kranich,DL/LB,,,1.0,,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
p-araya-matilla,P. Araya Matilla,LB,,2.0,9.0,2.5,88.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
p-bajalica,P. Bajalica,WR,,,,,,,,12.0,1.0,,28.0,,,,,,,,,,,,,19.0,1.0,213.0,,,
p-boye,P. Boye,LB,,,1.0,,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
p-breuer,P. Breuer,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,6.0,9.0,,10.0
p-guk,P. Guk,LB,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
p-juhász,P. Juhász,RB,,,,,,,,9.0,,,,,,,,,,,,,,,,3.0,,14.0,23.0,,92.0
p-klar,P. Klar,K,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
p-kriener,P. Kriener,LB,,,1.0,1.0,53.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
p-lewis-iii,P. Lewis III,CB,,1.0,3.0,,34.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
p-majo,P. Majo,DT,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
p-manicardi,P. Manicardi,DE,,,,,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
p-markulin,P. Markulin,DE,,,1.0,,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
p-martin,P. Martin,WR,,,,,,,,8.0,,,,,,,,,,,,,,,,11.0,,120.0,,,
p-migliori,P. Migliori,LB,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
p-mäusling,P. Mäusling,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,4.0,1.0,35.0,,,
p-ogbonna,P. Ogbonna,DE,1.0,,,1.0,5.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
p-okonkwo,P. Okonkwo,TE,,,,,,,,12.0,,,,,,,,,,,,,,,,26.0,5.0,376.0,1.0,,
p-rothkopf,P. Rothkopf,TE,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,2.0,,6.0,13.0,,23.0
p-stegemann,P. Stegemann,CB/LB,,,,,7.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
p-szilas,P. Szilas,CB,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
p-trembulyák,P. Trembulyák,DT,,,,,18.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
p-de-diego-maffrand,P. de Diego Maffrand,,1.0,1.0,4.0,,36.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
p-ševeček,P. Ševeček,TE,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
patrick-poetsch,Patrick Poetsch,RB,,,,,,,,12.0,,,,,,,,,,,,,,,,4.0,,25.0,3.0,,4.0
paul-charilaois-kevin-kavadia-lenhardt,Paul Charilaois Kevin Kavadia-Lenhardt,WR,,,,,,,,11.0,16.0,,353.0,,,,,,,,3.0,,71.0,,,45.0,5.0,448.0,1.0,,2.0
paul-seifert,Paul Seifert,LB,1.0,,1.0,1.0,84.0,,,12.0,,,,,,,,,,,1.0,,21.0,,,,,,,,
paul-veritas,Paul Véritas,LB,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
philip-eichhorn,Philip Eichhorn,TE/WR,,,,,,,,11.0,,,,,,,,,,,,,,,,2.0,,11.0,,,
philipp-haun,Philipp Haun,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,26.0,2.0,360.0,,,
philipp-timmermann,Philipp Timmermann,LB,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,4.0,,5.0
phillip-loeffelberger,Phillip Loeffelberger,,,,,0.5,14.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
przemysław-banat,Przemysław Banat,WR,,,,,,,,12.0,,,,5.0,4.0,1.0,,25.0,,,,,,,,25.0,3.0,292.0,4.0,,18.0
q-khong,Q. Khong,WR,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,
quinten-jermol-pounds,Quinten Jermol Pounds,WR,,,,,,,,1.0,,,,9.0,4.0,1.0,,41.0,,,,,,,,,,,2.0,,
r-agyekum,R. Agyekum,CB,,1.0,4.0,,62.0,,,12.0,8.0,,188.0,7.0,4.0,,1.0,48.0,,,1.0,,4.0,,,10.0,1.0,115.0,11.0,,55.0
r-ali-tagba,R. Ali-Tagba,CB,,,1.0,,3.0,,,10.0,,,,,,,,,,,,,,,,,,,3.0,,20.0
r-baunacke,R. Baunacke,DE,2.0,,2.0,,28.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
r-cernuda-pastor,R. Cernuda Pastor,TE,,,,,,,,8.0,,,,,,,,,,,,,,,,8.0,2.0,130.0,,,
r-de-amorim-miranda,R. De Amorim Miranda,TE,,,,,,,,12.0,,,,,,,,,,,,,,,,29.0,2.0,330.0,,,
r-deubelbeiss,R. Deubelbeiss,OG,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,2.0,,
r-hennessey,R. Hennessey,QB,,,,,,,,12.0,,,,233.0,154.0,3.0,20.0,2176.0,,,,,,,,,,,38.0,6.0,120.0
r-junior,R. Junior,CB/LB,,,3.0,,13.0,,,11.0,,,,,,,,,4.0,2.0,,,,,,,,,,,
r-kalous,R. Kalous,WR,,,,,,,,6.0,2.0,,40.0,,,,,,,,,,,,,9.0,,95.0,,,
r-komeyli-birjandi,R. Komeyli-Birjandi,WR,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,,41.0,,,
r-lachmann,R. Lachmann,LB,,,1.0,6.5,29.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
r-merjenburgh,R. Merjenburgh,TE,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,10.0,,,
r-sagna,R. Sagna,DE,,,2.0,,14.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
r-sanz-calzas,R. Sanz Calzas,DE,,,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
r-simiram-wilson,R. Simiram-Wilson,CB,,3.0,8.0,,21.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
r-sinnett,R. Sinnett,QB,,,,,,,,12.0,,,,396.0,289.0,4.0,50.0,3953.0,,,,,,1.0,56.0,,,,34.0,4.0,252.0
r-spahr,R. Spahr,WR,,,,,,,,7.0,,,,,,,,,,,,,,,,4.0,,31.0,,,
r-starkey-jr,R. Starkey Jr.,WR,,,,,,,,10.0,1.0,,17.0,,,,,,,,2.0,1.0,99.0,,,23.0,2.0,226.0,2.0,,9.0
