player_id,player_name,positions,conversions,dst_touchdown,dst_touchdowns,extra_point,field_goal_yards,fumble_recoveries,interceptions_lost,interceptions_made,lost_fumbles,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sack,sacks,tackles
vincent-forbes-mombleau,Vincent Forbes-Mombleau,WR,,,,,,,,0.0,,,,,,2.0,197.0,14.0,,,,0.0,0.0
vosean-joseph,Vosean Joseph,LB,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0
wpg-dst,WPG DST,DST,,,,,,2.0,,5.0,,,,,377.0,,,,,,,52.0,
wpg-k,WPG K,K,,,,71.0,1441.0,,,,,5.0,,,,,,,,,,,
wpg-qb,WPG QB,QB,,,,,,,14.0,,1.0,,40.0,4970.0,,,,,2.0,125.0,,,
walter-fletcher,Walter FLETCHER,RB,,,,,,,,0.0,,,,,,0.0,176.0,23.0,0.0,266.0,,0.0,1.0
wesley-sutton,Wesley Sutton,DB,,,,,,,,0.0,,,,,,,,,,,,2.0,51.0
will-sunderland,Will Sunderland,DB,,,,,,,,0.0,,,,,,,,,,,,0.0,14.0
william-langlais,William LANGLAIS,RB,,,,,,,,,,,,,,1.0,39.0,5.0,,,,,
william-stanback,William STANBACK,RB,,,,,,,,0.0,,,,,,2.0,490.0,56.0,4.0,1600.0,,0.0,2.0
willie-jefferson,Willie Jefferson,DE/DL/DB,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,8.0,18.0
winston-rose,Winston Rose,DB,,,,,,,,1.0,,,,,,,,,,,,0.0,27.0
woodly-appolon,Woodly Appolon,LB,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0
woody-baron,Woody Baron,DB/DL,,,,,,,,0.0,,,,,,,,,,,,5.0,14.0
wynton-mcmanis,Wynton McManis,LB,,,,,,,,3.0,,,,,,,,,,,,3.0,41.0
zach-collaros,Zach COLLAROS,QB,,,,,,,15.0,,1.0,,33.0,4237.0,,,,,2.0,79.0,,,
zach-lindley,Zach Lindley,S/LB,,,,,,,,0.0,,,,,,0.0,6.0,1.0,,,,0.0,4.0
zack-pelehos,Zack Pelehos,OL,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0
zaycoven-henderson,Zaycoven Henderson,DL,,,,,,,,,,,,,,,,,,,,,3.0
